Province_State,Country_Region,Date,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Active_Diff
Arkansas,US,7/28/2020,33.19153461,-91.7698471,187,4,0,183,0
Ohio,US,7/28/2020,41.70860332,-80.74830218,517,44,0,473,0
Washington,US,7/28/2020,46.18894415,-117.2022851,22,2,0,20,0
Louisiana,US,7/28/2020,29.89946234,-91.06461642,515,18,0,497,0
Texas,US,7/28/2020,28.89333001,-98.52730485,396,11,0,385,0
Kansas,US,7/28/2020,39.53185661,-95.30870026,59,0,0,59,0
Missouri,US,7/28/2020,40.43238737,-95.42970639,11,0,0,11,0
Ohio,US,7/28/2020,39.33425634,-82.04278644,326,1,0,325,0
Georgia,US,7/28/2020,31.29633502,-82.87545866,268,2,0,266,0
New Jersey,US,7/28/2020,39.47538693,-74.65848483,3297,242,0,3055,0
Oklahoma,US,7/28/2020,34.37366573,-96.03802487,58,0,0,58,0
Mississippi,US,7/28/2020,33.08658803,-89.57838564,467,23,0,444,0
Missouri,US,7/28/2020,39.215877,-91.84242683,180,1,0,179,0
Iowa,US,7/28/2020,41.6844628,-94.90581859,25,1,0,24,0
Ohio,US,7/28/2020,40.55998859,-84.22421429999999,182,5,0,177,0
Virginia,US,7/28/2020,38.16404586,-79.12461614,244,3,0,241,0
South Dakota,US,7/28/2020,43.71757685,-98.56050467,37,0,0,37,0
Texas,US,7/28/2020,29.88548725,-96.27736949,202,5,0,197,0
Alabama,US,7/28/2020,32.53952745,-86.64408227,941,20,0,921,0
North Carolina,US,7/28/2020,36.07569796,-81.92308483,78,0,0,78,0
Louisiana,US,7/28/2020,31.07796211,-92.00079449,851,24,0,827,0
Colorado,US,7/28/2020,37.31940883,-102.5603223,14,0,0,14,0
Georgia,US,7/28/2020,31.55456473,-82.45936528,389,5,0,384,0
Texas,US,7/28/2020,34.06854817,-102.8299707,141,3,0,138,0
Florida,US,7/28/2020,30.33060121,-82.28467476,322,4,0,318,0
Georgia,US,7/28/2020,31.32669878,-84.44218806,52,3,0,49,0
Oregon,US,7/28/2020,44.70915557,-117.6749883,22,0,0,22,0
Alabama,US,7/28/2020,30.72774991,-87.72207058,2793,17,0,2776,0
Georgia,US,7/28/2020,33.06882326,-83.24701748,854,37,0,817,0
Kentucky,US,7/28/2020,37.05842757,-88.99427697,28,0,0,28,0
Maryland,US,7/28/2020,39.45784712,-76.62911955,11252,534,0,10718,0
Maryland,US,7/28/2020,39.30211911,-76.61151012,10702,403,0,10299,0
South Carolina,US,7/28/2020,33.21927586,-81.05659969,384,10,0,374,0
Texas,US,7/28/2020,29.74619598,-99.24598147,78,1,0,77,0
Georgia,US,7/28/2020,34.35607081,-83.49644388,209,3,0,206,0
Nebraska,US,7/28/2020,41.54634427,-103.7114332,2,0,0,2,0
Idaho,US,7/28/2020,42.67002716,-112.2233311,279,2,0,277,0
Michigan,US,7/28/2020,46.6720582,-88.36363591,5,0,0,5,0
Kansas,US,7/28/2020,37.2288586,-98.68460053,4,0,0,4,0
Alabama,US,7/28/2020,31.868263,-85.3871286,535,4,0,531,0
West Virginia,US,7/28/2020,39.1307219,-80.00350858,28,1,0,27,0
Puerto Rico,US,7/28/2020,18.445533,-66.56053100000001,62,0,0,62,0
North Dakota,US,7/28/2020,46.93579637,-98.06605978,31,0,0,31,0
Massachusetts,US,7/28/2020,41.72980578,-70.28854339,1718,155,0,1563,0
South Carolina,US,7/28/2020,33.26679302,-81.43584352,295,3,0,292,0
Puerto Rico,US,7/28/2020,18.201592,-66.30963,164,0,0,164,0
Kentucky,US,7/28/2020,36.96469836,-85.93338945,276,2,0,274,0
Wisconsin,US,7/28/2020,45.42372701,-91.84833627,133,3,0,130,0
Georgia,US,7/28/2020,33.99148694,-83.71436292,940,32,0,908,0
Michigan,US,7/28/2020,42.59513984,-85.30834519,168,2,0,166,0
Missouri,US,7/28/2020,36.70978521,-93.82919888,207,0,0,207,0
Indiana,US,7/28/2020,39.20744865,-85.89558181,697,46,0,651,0
Kansas,US,7/28/2020,38.47889676,-98.75636726,97,3,0,94,0
Missouri,US,7/28/2020,37.50207671,-94.34757022,62,0,0,62,0
Georgia,US,7/28/2020,34.23732119,-84.83887523,1367,55,0,1312,0
Texas,US,7/28/2020,30.10370699,-97.31206354,1269,17,0,1252,0
Missouri,US,7/28/2020,38.25271289,-94.34113157,32,1,0,31,0
Kentucky,US,7/28/2020,38.14735938,-83.74588932,31,1,0,30,0
Virginia,US,7/28/2020,38.05852573,-79.73912095,4,0,0,4,0
Arkansas,US,7/28/2020,36.28784385,-92.33782872,56,0,0,56,0
Florida,US,7/28/2020,30.26548745,-85.62122584,3146,18,0,3128,0
Michigan,US,7/28/2020,43.70639106,-83.98731479,532,31,0,501,0
Puerto Rico,US,7/28/2020,18.34946,-66.168435,1011,0,0,1011,0
Wisconsin,US,7/28/2020,46.52868768,-91.19716729,19,1,0,18,0
Texas,US,7/28/2020,33.61640794,-99.21352901,5,0,0,5,0
South Dakota,US,7/28/2020,44.41464384,-98.27858469,583,9,0,574,0
Idaho,US,7/28/2020,42.28269683,-111.32892379999998,6,0,0,6,0
Utah,US,7/28/2020,41.52106798,-113.0832816,2105,5,0,2100,0
North Carolina,US,7/28/2020,35.48531943,-76.84325809,313,2,0,311,0
South Carolina,US,7/28/2020,32.39226291,-80.72619758,3188,36,0,3152,0
Louisiana,US,7/28/2020,30.64836518,-93.34173616,661,13,0,648,0
Oklahoma,US,7/28/2020,36.7496847,-100.4758872,35,0,0,35,0
Pennsylvania,US,7/28/2020,40.6825484,-80.34921611,1164,85,0,1079,0
Montana,US,7/28/2020,45.13434354,-112.89846940000001,27,0,0,27,0
Minnesota,US,7/28/2020,46.93479392,-95.67158144,114,1,0,113,0
Oklahoma,US,7/28/2020,35.26862449,-99.68128023,38,0,0,38,0
Pennsylvania,US,7/28/2020,40.00522157,-78.48998442,123,4,0,119,0
Tennessee,US,7/28/2020,35.51123746,-86.45549096,785,10,0,775,0
Virginia,US,7/28/2020,37.3080028,-79.5281964,244,4,0,240,0
Texas,US,7/28/2020,28.41761668,-97.74215593,417,7,0,410,0
New Hampshire,US,7/28/2020,43.51637314,-71.41684235,101,4,0,97,0
Kentucky,US,7/28/2020,36.73355174,-83.67766671,239,2,0,237,0
Texas,US,7/28/2020,31.03736027,-97.4785025,3142,26,0,3116,0
Ohio,US,7/28/2020,40.01625942,-80.9924051,586,26,0,560,0
Minnesota,US,7/28/2020,47.97373527,-94.93732139,157,0,0,157,0
Georgia,US,7/28/2020,31.76095874,-83.22145359,303,1,0,302,0
Idaho,US,7/28/2020,47.21754179,-116.6586851,48,0,0,48,0
South Dakota,US,7/28/2020,43.19486375,-101.6665572,5,0,0,5,0
Vermont,US,7/28/2020,43.03519828,-73.09048868,82,1,0,81,0
North Dakota,US,7/28/2020,48.0683985,-99.35916363,70,1,0,69,0
Colorado,US,7/28/2020,37.95474293,-103.0720195,5,0,0,5,0
Arkansas,US,7/28/2020,36.33644656,-94.25680817,4321,35,0,4286,0
Indiana,US,7/28/2020,40.60626947,-87.31093999,56,0,0,56,0
Iowa,US,7/28/2020,42.08011739,-92.06463573,117,1,0,116,0
Minnesota,US,7/28/2020,45.69804958,-93.99514135,290,3,0,287,0
Mississippi,US,7/28/2020,34.81681228,-89.18945516,102,0,0,102,0
Missouri,US,7/28/2020,38.29503305,-93.28756116,61,1,0,60,0
Oregon,US,7/28/2020,44.49167306,-123.4316987,138,6,0,132,0
Tennessee,US,7/28/2020,36.07110411,-88.06849355,53,1,0,52,0
Washington,US,7/28/2020,46.23946995,-119.51208340000001,3306,106,0,3200,0
Michigan,US,7/28/2020,44.63899297,-86.01608482,30,1,0,29,0
New Jersey,US,7/28/2020,40.96010917,-74.07164325,20341,2046,0,18295,0
South Carolina,US,7/28/2020,33.20222596,-79.94654523,3576,56,0,3520,0
West Virginia,US,7/28/2020,39.46704621,-78.02414609,622,11,0,611,0
Pennsylvania,US,7/28/2020,40.41570541,-75.92457766,5080,364,0,4716,0
Massachusetts,US,7/28/2020,42.37428441,-73.20524838,647,45,0,602,0
New Mexico,US,7/28/2020,35.05163625,-106.6703554,4542,114,0,4428,0
Georgia,US,7/28/2020,31.27590016,-83.22529920000002,229,0,0,229,0
Michigan,US,7/28/2020,41.95447397,-86.41313079999998,1241,64,0,1177,0
North Carolina,US,7/28/2020,36.0688473,-76.96545943,219,4,0,215,0
Alaska,US,7/28/2020,60.90980451,-159.8561831,18,0,0,18,0
Texas,US,7/28/2020,29.44928723,-98.52019748,36438,497,0,35941,0
Alabama,US,7/28/2020,32.99642064,-87.12511459999996,330,2,0,328,0
Georgia,US,7/28/2020,32.80904227,-83.70489165,2731,53,0,2678,0
Louisiana,US,7/28/2020,32.34569994,-93.05398492,340,29,0,311,0
Montana,US,7/28/2020,45.42335905,-107.492347,226,5,0,221,0
Wyoming,US,7/28/2020,44.52405055,-107.9960365,33,0,0,33,0
Minnesota,US,7/28/2020,45.42712824,-96.41403739,21,0,0,21,0
North Dakota,US,7/28/2020,47.02366884,-103.3762965,1,0,0,1,0
Idaho,US,7/28/2020,43.21672879999999,-112.3978437,159,2,0,157,0
Iowa,US,7/28/2020,42.4704581,-92.30524729,2886,62,0,2824,0
Indiana,US,7/28/2020,40.47388153,-85.32499702,51,2,0,49,0
North Carolina,US,7/28/2020,34.61296243,-78.56180059,539,6,0,533,0
Idaho,US,7/28/2020,43.4085812,-113.9752658,566,6,0,560,0
Montana,US,7/28/2020,48.43175214,-108.9582723,7,0,0,7,0
Nebraska,US,7/28/2020,41.91311716,-99.97677845,0,0,0,0,0
Oklahoma,US,7/28/2020,35.87518314,-98.43307003,34,0,0,34,0
Pennsylvania,US,7/28/2020,40.47961444,-78.34917412,191,2,0,189,0
Texas,US,7/28/2020,30.26640707,-98.3999852,91,2,0,89,0
Virginia,US,7/28/2020,37.13128068,-81.13599391,7,0,0,7,0
Georgia,US,7/28/2020,32.43829035,-83.33035166,116,3,0,113,0
Tennessee,US,7/28/2020,35.59942968,-85.20611967,653,1,0,652,0
Alabama,US,7/28/2020,33.98210918,-86.56790593,607,1,0,606,0
Tennessee,US,7/28/2020,35.68938198,-83.92847788,915,7,0,908,0
Minnesota,US,7/28/2020,44.03554215,-94.06699781,783,4,0,779,0
Idaho,US,7/28/2020,43.98829931,-115.7309284,33,1,0,32,0
Mississippi,US,7/28/2020,33.79696941,-90.87372121,812,25,0,787,0
Missouri,US,7/28/2020,37.32449052,-90.02725304,53,0,0,53,0
South Dakota,US,7/28/2020,42.98914167,-97.88592746,13,0,0,13,0
Illinois,US,7/28/2020,38.88829622,-89.43534887,41,2,0,39,0
Idaho,US,7/28/2020,48.29996017,-116.6017932,140,0,0,140,0
Idaho,US,7/28/2020,43.38713372,-111.6161537,588,1,0,587,0
Arkansas,US,7/28/2020,36.3084504,-93.09374925,126,1,0,125,0
Illinois,US,7/28/2020,42.32359279,-88.82345779,708,23,0,685,0
Indiana,US,7/28/2020,40.0509304,-86.46841646,592,45,0,547,0
Iowa,US,7/28/2020,42.03657094,-93.9313999,219,1,0,218,0
Kentucky,US,7/28/2020,38.97065142,-84.72615357,946,24,0,922,0
Missouri,US,7/28/2020,38.99186229,-92.30723575,1023,3,0,1020,0
Nebraska,US,7/28/2020,41.70759415,-98.06737183,7,0,0,7,0
West Virginia,US,7/28/2020,38.01974191,-81.69888019,68,0,0,68,0
Texas,US,7/28/2020,31.89978581,-97.63613524,108,2,0,106,0
Louisiana,US,7/28/2020,32.67932307,-93.60460152,1926,63,0,1863,0
Virginia,US,7/28/2020,37.55531756,-79.80982182,178,4,0,174,0
North Dakota,US,7/28/2020,48.79106111,-100.8378166,10,0,0,10,0
Colorado,US,7/28/2020,40.09313619,-105.3546767,1813,74,0,1739,0
Idaho,US,7/28/2020,48.76684761,-116.4630179,29,0,0,29,0
Kansas,US,7/28/2020,37.85508555,-94.84865997,65,1,0,64,0
Kentucky,US,7/28/2020,38.2054607,-84.21827874,64,1,0,63,0
Texas,US,7/28/2020,33.44626922,-94.41834132,690,29,0,661,0
North Dakota,US,7/28/2020,46.11285362,-103.5203343,6,0,0,6,0
Nebraska,US,7/28/2020,42.22079243,-103.08788340000001,10,0,0,10,0
Kentucky,US,7/28/2020,38.36176608,-82.68652187,152,3,0,149,0
Nebraska,US,7/28/2020,42.899727399999996,-98.76486568,1,0,0,1,0
Kentucky,US,7/28/2020,37.62680923,-84.8633779,113,0,0,113,0
Kentucky,US,7/28/2020,38.69158994,-84.08532444,28,0,0,28,0
Florida,US,7/28/2020,29.95079741,-82.16611613,240,3,0,237,0
Pennsylvania,US,7/28/2020,41.78869215,-76.51570822,76,3,0,73,0
Arkansas,US,7/28/2020,33.46755808,-92.15980837,122,3,0,119,0
Tennessee,US,7/28/2020,35.15739424,-84.857186,1525,10,0,1515,0
Michigan,US,7/28/2020,41.91600556,-85.05929476,308,2,0,306,0
Georgia,US,7/28/2020,31.19576557,-81.97743999,205,4,0,201,0
West Virginia,US,7/28/2020,38.70036159,-80.72011184,8,0,0,8,0
Texas,US,7/28/2020,29.18757369,-95.44563172,5896,52,0,5844,0
Texas,US,7/28/2020,30.663644800000004,-96.30205577,3747,40,0,3707,0
Kentucky,US,7/28/2020,37.52333168,-83.31959161,21,0,0,21,0
Kentucky,US,7/28/2020,37.77377239,-86.42885017,43,2,0,41,0
Iowa,US,7/28/2020,42.77461496,-92.31795937,169,7,0,162,0
Florida,US,7/28/2020,28.29409504,-80.73091022,5155,85,0,5070,0
Texas,US,7/28/2020,29.81008251,-103.25203259999999,177,2,0,175,0
Texas,US,7/28/2020,34.53026962,-101.2084947,11,1,0,10,0
Massachusetts,US,7/28/2020,41.79228404,-71.10872211,8932,621,0,8311,0
Rhode Island,US,7/28/2020,41.71018079,-71.28652315,290,0,0,290,0
Virginia,US,7/28/2020,36.616302399999995,-82.16359122,44,0,0,44,0
Alaska,US,7/28/2020,58.74513976,-156.701064,6,0,0,6,0
Montana,US,7/28/2020,46.33277565,-111.49558130000001,10,0,0,10,0
West Virginia,US,7/28/2020,40.27367263,-80.57915332,52,1,0,51,0
South Dakota,US,7/28/2020,44.36974375,-96.79079945,111,0,0,111,0
Georgia,US,7/28/2020,30.83922642,-83.58303423,328,13,0,315,0
Texas,US,7/28/2020,27.03103197,-98.21808402,79,1,0,78,0
New York,US,7/28/2020,42.15903158,-75.81326086,992,64,0,928,0
Colorado,US,7/28/2020,39.95998787,-105.0566324,385,32,0,353,0
Florida,US,7/28/2020,26.15184651,-80.48725556,51657,607,0,51050,0
Illinois,US,7/28/2020,39.96209138,-90.75068024,12,0,0,12,0
Indiana,US,7/28/2020,39.19605589,-86.22868909,66,1,0,65,0
Kansas,US,7/28/2020,39.82652589,-95.56421698,27,0,0,27,0
Minnesota,US,7/28/2020,44.24205652,-94.72562874,73,2,0,71,0
Nebraska,US,7/28/2020,42.43018907,-99.92904055,0,0,0,0,0
Ohio,US,7/28/2020,38.93416837,-83.86788395,91,1,0,90,0
South Dakota,US,7/28/2020,45.58994323,-98.35165355,385,2,0,383,0
Texas,US,7/28/2020,31.77430356,-98.99907113,331,13,0,318,0
Wisconsin,US,7/28/2020,44.452655299999996,-88.00411844,3822,50,0,3772,0
South Dakota,US,7/28/2020,43.71756379,-99.08118954,38,0,0,38,0
North Carolina,US,7/28/2020,34.070565,-78.22814204,1101,13,0,1088,0
Virginia,US,7/28/2020,36.76366949,-77.8593436,184,1,0,183,0
Georgia,US,7/28/2020,32.00979311,-81.44002948,475,6,0,469,0
Oklahoma,US,7/28/2020,33.96472458,-96.25903472,356,1,0,355,0
Iowa,US,7/28/2020,42.4709188,-91.83510825,94,1,0,93,0
Missouri,US,7/28/2020,39.65816401,-94.80138942,1028,10,0,1018,0
Virginia,US,7/28/2020,37.26818323,-82.03749726,64,0,0,64,0
Virginia,US,7/28/2020,37.57242268,-78.52518834,592,6,0,586,0
Pennsylvania,US,7/28/2020,40.33682119,-75.10836643,6771,574,0,6197,0
Iowa,US,7/28/2020,42.73545875,-95.15100162,1777,12,0,1765,0
Virginia,US,7/28/2020,37.73484642,-79.35296097,47,0,0,47,0
Nebraska,US,7/28/2020,40.85486962,-99.07500296,293,1,0,292,0
South Dakota,US,7/28/2020,44.07657829,-99.20814467,105,3,0,102,0
Wisconsin,US,7/28/2020,44.37835084,-91.75332578,37,2,0,35,0
Kentucky,US,7/28/2020,37.97162523,-85.68955617,273,4,0,269,0
Georgia,US,7/28/2020,32.39577406,-81.74811421,941,10,0,931,0
Alabama,US,7/28/2020,32.10030533,-85.71265535,422,11,0,411,0
North Carolina,US,7/28/2020,35.61113393,-82.53305,1505,46,0,1459,0
Illinois,US,7/28/2020,41.40385234,-89.5283051,84,2,0,82,0
Georgia,US,7/28/2020,33.05917989,-81.99928721,339,7,0,332,0
North Carolina,US,7/28/2020,35.74989637,-81.70755735,1486,25,0,1461,0
North Dakota,US,7/28/2020,48.79094471,-102.5182117,14,0,0,14,0
North Dakota,US,7/28/2020,46.97847375,-100.4645214,839,3,0,836,0
Texas,US,7/28/2020,30.49273808,-96.62158484,226,5,0,221,0
New Jersey,US,7/28/2020,39.87681124,-74.66927768,5684,471,0,5213,0
Texas,US,7/28/2020,30.78801353,-98.181887,524,10,0,514,0
Wisconsin,US,7/28/2020,45.86303537,-92.36711412,13,1,0,12,0
Nebraska,US,7/28/2020,41.85056773,-96.32605633,16,0,0,16,0
Alabama,US,7/28/2020,31.75300095,-86.68057478,722,35,0,687,0
Iowa,US,7/28/2020,42.73172833,-92.79015971,99,2,0,97,0
Kansas,US,7/28/2020,37.78134351,-96.83878537,181,0,0,181,0
Kentucky,US,7/28/2020,37.20946153,-86.68748787,287,15,0,272,0
Missouri,US,7/28/2020,36.71462476,-90.40421163,210,2,0,208,0
Nebraska,US,7/28/2020,41.22703692,-97.13106306,53,0,0,53,0
Ohio,US,7/28/2020,39.44012838,-84.57388716,2476,57,0,2419,0
Pennsylvania,US,7/28/2020,40.91152759,-79.91351055,577,14,0,563,0
California,US,7/28/2020,39.66727762,-121.6005252,866,7,0,859,0
South Dakota,US,7/28/2020,44.90608745,-103.5079318,8,1,0,7,0
Georgia,US,7/28/2020,33.283094500000004,-83.95435040000002,411,36,0,375,0
North Carolina,US,7/28/2020,35.3877799,-80.55267168,2212,38,0,2174,0
West Virginia,US,7/28/2020,38.42424062,-82.23855912,290,2,0,288,0
Puerto Rico,US,7/28/2020,18.040993,-67.154391,159,0,0,159,0
Louisiana,US,7/28/2020,32.57991587,-93.88375652,5809,267,0,5542,0
Oklahoma,US,7/28/2020,35.17364557,-98.37534464,304,12,0,292,0
Puerto Rico,US,7/28/2020,18.211615,-66.050779,536,0,0,536,0
California,US,7/28/2020,38.20537103,-120.55291299999999,99,1,0,98,0
Louisiana,US,7/28/2020,30.22931235,-93.35400434,5709,107,0,5602,0
Kentucky,US,7/28/2020,37.14749129,-87.86948214,42,0,0,42,0
Louisiana,US,7/28/2020,32.0902519,-92.11752148,181,1,0,180,0
Missouri,US,7/28/2020,39.65620858,-93.98308093,29,1,0,28,0
North Carolina,US,7/28/2020,35.95204977,-81.54799522,1010,11,0,999,0
Texas,US,7/28/2020,29.83668859,-97.61814775,1043,19,0,1024,0
Vermont,US,7/28/2020,44.46548598,-72.10314651,26,0,0,26,0
Alabama,US,7/28/2020,33.77483727,-85.82630386,1206,6,0,1200,0
Arkansas,US,7/28/2020,33.55598792,-92.49974403,10,0,0,10,0
Florida,US,7/28/2020,30.40666734,-85.19394153,265,7,0,258,0
Georgia,US,7/28/2020,31.53169785,-84.62725131,182,6,0,176,0
Illinois,US,7/28/2020,39.16840183,-90.66330078,6,0,0,6,0
Iowa,US,7/28/2020,42.38521079,-94.64046046,76,2,0,74,0
Michigan,US,7/28/2020,42.24633834,-85.00493569,705,40,0,665,0
Mississippi,US,7/28/2020,33.93683395,-89.33686647,345,8,0,337,0
South Carolina,US,7/28/2020,33.66926881,-80.77722168,281,6,0,275,0
Texas,US,7/28/2020,28.47048236,-96.61633945,432,2,0,430,0
West Virginia,US,7/28/2020,38.84315422,-81.11934872,6,0,0,6,0
