Province_State,Country_Region,Date,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Active_Diff
Texas,US,6/13/2020,33.17653242,-95.21917243,27,0,0,27,0
Vermont,US,6/13/2020,44.85627605,-72.91249563,102,5,0,97,0
Virginia,US,6/13/2020,36.99536167,-79.88023649,43,1,0,42,0
Washington,US,6/13/2020,46.53351425,-118.9018212,872,25,0,847,0
Virginia,US,6/13/2020,36.6831435,-76.93859681,44,2,0,42,0
Maryland,US,6/13/2020,39.47296601,-77.39999394,2251,114,0,2137,0
Virginia,US,6/13/2020,39.20172582,-78.25974949,428,4,0,424,0
Virginia,US,6/13/2020,38.2977863,-77.4922454,201,0,0,201,0
Minnesota,US,6/13/2020,43.67385583,-93.34884422,218,0,0,218,0
Texas,US,6/13/2020,31.70422788,-96.15072516,15,0,0,15,0
Colorado,US,6/13/2020,38.47362326,-105.4399667,29,0,0,29,0
Idaho,US,6/13/2020,44.22800938,-111.48099429999999,4,0,0,4,0
Iowa,US,6/13/2020,40.74542720000001,-95.60129045,4,0,0,4,0
Wyoming,US,6/13/2020,43.04183996,-108.6296893,304,0,0,304,0
California,US,6/13/2020,36.75733899,-119.6466953,2547,52,0,2495,0
Texas,US,6/13/2020,28.86751206,-99.10804207,64,0,0,64,0
Nebraska,US,6/13/2020,40.52993007,-100.3924658,1,0,0,1,0
Arkansas,US,6/13/2020,36.38177105,-91.81729127,9,0,0,9,0
Georgia,US,6/13/2020,33.79216944,-84.46319413,5100,284,0,4816,0
Illinois,US,6/13/2020,40.47289135,-90.20862357,12,0,0,12,0
Indiana,US,6/13/2020,41.0469907,-86.26252745,53,1,0,52,0
Kentucky,US,6/13/2020,36.55238827,-89.20140068,12,0,0,12,0
New York,US,6/13/2020,43.11363907,-74.41798804,232,24,0,208,0
Ohio,US,6/13/2020,41.60213491,-84.12571393,52,0,0,52,0
Pennsylvania,US,6/13/2020,39.92913544,-78.11163677,16,1,0,15,0
Nebraska,US,6/13/2020,40.17642064,-99.91247454,9,1,0,8,0
Florida,US,6/13/2020,30.57796289,-84.61915825,301,4,0,297,0
Nebraska,US,6/13/2020,40.26186809,-96.68946704,45,4,0,41,0
Texas,US,6/13/2020,32.74055318,-102.6353295,14,0,0,14,0
Virginia,US,6/13/2020,36.66601852,-80.91703124,193,8,0,185,0
Illinois,US,6/13/2020,37.76430935,-88.22953869,2,0,0,2,0
Kentucky,US,6/13/2020,38.75398691,-84.8558382,57,7,0,50,0
Montana,US,6/13/2020,45.54486106,-111.1692571,187,1,0,186,0
Ohio,US,6/13/2020,38.82708533,-82.31647569,9,1,0,8,0
Texas,US,6/13/2020,29.40167322,-94.90469073,1166,40,0,1126,0
Nebraska,US,6/13/2020,41.61703149,-102.3313973,4,0,0,4,0
Colorado,US,6/13/2020,39.59921777,-107.902708,181,2,0,179,0
Nebraska,US,6/13/2020,41.91428955,-98.99111827,1,0,0,1,0
Oklahoma,US,6/13/2020,36.3791334,-97.78265517,46,1,0,45,0
Washington,US,6/13/2020,46.43197502,-117.54540320000001,0,0,0,0,0
Arkansas,US,6/13/2020,34.57692074,-93.14921604,161,1,0,160,0
Kentucky,US,6/13/2020,37.638866799999995,-84.53289319,10,0,0,10,0
Maryland,US,6/13/2020,39.52786077,-79.27355126,10,0,0,10,0
Oklahoma,US,6/13/2020,34.70418038,-97.30811132,20,1,0,19,0
Texas,US,6/13/2020,33.17969345,-101.2984114,6,0,0,6,0
Missouri,US,6/13/2020,38.43947277,-91.50847147,2,0,0,2,0
North Carolina,US,6/13/2020,35.29373559,-81.17477045,484,8,0,476,0
North Carolina,US,6/13/2020,36.44667547,-76.69749701,24,1,0,23,0
Kansas,US,6/13/2020,38.99871131,-96.7577178,29,1,0,28,0
Ohio,US,6/13/2020,41.49952319,-81.17935342,331,35,0,296,0
Idaho,US,6/13/2020,44.06482372,-116.398376,17,0,0,17,0
Michigan,US,6/13/2020,43.02244215,-83.70589709,2573,283,0,2290,0
New York,US,6/13/2020,43.0022601,-78.19135193,212,5,0,207,0
Alabama,US,6/13/2020,31.09389027,-85.83572839,46,0,0,46,0
Missouri,US,6/13/2020,40.21097916,-94.40944419,54,6,0,48,0
Mississippi,US,6/13/2020,30.86259065,-88.64436789,35,2,0,33,0
South Carolina,US,6/13/2020,33.43443342,-79.33202141,150,3,0,147,0
Indiana,US,6/13/2020,38.30393723,-87.58054938,22,2,0,20,0
Tennessee,US,6/13/2020,35.99438059,-88.93358327,68,1,0,67,0
Arizona,US,6/13/2020,33.80190085,-110.8132779,59,3,0,56,0
Florida,US,6/13/2020,29.72856978,-82.79880657,26,0,0,26,0
Tennessee,US,6/13/2020,35.20222469,-87.03992678,22,0,0,22,0
Virginia,US,6/13/2020,37.31234791,-80.70636931,5,0,0,5,0
Texas,US,6/13/2020,30.31824095,-98.94676915,6,0,0,6,0
Georgia,US,6/13/2020,34.69316688,-84.45802506,169,1,0,168,0
West Virginia,US,6/13/2020,38.9251277,-80.85952723,10,0,0,10,0
Colorado,US,6/13/2020,39.85646523,-105.5252597,6,0,0,6,0
Montana,US,6/13/2020,48.70513576,-112.9934235,6,0,0,6,0
Florida,US,6/13/2020,26.95635849,-81.18996211,110,1,0,109,0
Michigan,US,6/13/2020,43.98901072,-84.38774817,20,1,0,19,0
Georgia,US,6/13/2020,33.22879932,-82.61297636,1,0,0,1,0
Texas,US,6/13/2020,31.86942909,-101.5207776,2,0,0,2,0
California,US,6/13/2020,39.59875897,-122.3938452,24,0,0,24,0
New Jersey,US,6/13/2020,39.71581067,-75.13995546,2402,156,0,2246,0
Virginia,US,6/13/2020,37.40809042,-76.53524337,36,1,0,35,0
Georgia,US,6/13/2020,31.23279254,-81.53811412,186,2,0,184,0
Michigan,US,6/13/2020,46.40862701,-89.69377193,5,1,0,4,0
Montana,US,6/13/2020,46.3816474,-109.17685220000001,3,0,0,3,0
Texas,US,6/13/2020,28.65696592,-97.42760647,7,0,0,7,0
Texas,US,6/13/2020,29.45634206,-97.49424032,165,4,0,161,0
Virginia,US,6/13/2020,37.71714806,-77.90381514,114,6,0,108,0
Minnesota,US,6/13/2020,44.40849741,-92.72341949999999,93,7,0,86,0
Idaho,US,6/13/2020,42.96927962,-114.81083059999999,58,0,0,58,0
Georgia,US,6/13/2020,34.50487351,-84.87296253,247,18,0,229,0
Wyoming,US,6/13/2020,42.08798185,-104.3534743,5,0,0,5,0
Nebraska,US,6/13/2020,40.51481965,-99.83020279,13,0,0,13,0
Kansas,US,6/13/2020,38.91588178,-100.4829321,1,0,0,1,0
Georgia,US,6/13/2020,30.87454847,-84.23418364,137,4,0,133,0
Oklahoma,US,6/13/2020,35.0167709,-97.88339847,116,3,0,113,0
New Hampshire,US,6/13/2020,43.93779815,-71.82057197,76,1,0,75,0
Arizona,US,6/13/2020,32.93166885,-109.8882178,48,1,0,47,0
North Carolina,US,6/13/2020,35.3506925,-83.83369267,6,0,0,6,0
Tennessee,US,6/13/2020,36.27469206,-83.51254721,19,0,0,19,0
Colorado,US,6/13/2020,40.10603347,-106.1178042,15,0,0,15,0
North Dakota,US,6/13/2020,47.92093639,-97.45450447,342,4,0,338,0
Vermont,US,6/13/2020,44.797582399999996,-73.29679772,8,0,0,8,0
Michigan,US,6/13/2020,44.69565625,-85.55585247,36,5,0,31,0
Arkansas,US,6/13/2020,34.29017991,-92.42320562,24,0,0,24,0
Indiana,US,6/13/2020,40.51587228,-85.65468702,259,24,0,235,0
Kansas,US,6/13/2020,37.56227336,-101.3079758,18,1,0,17,0
Kentucky,US,6/13/2020,38.64962758,-84.62415957,53,4,0,49,0
Louisiana,US,6/13/2020,31.59882456,-92.56124347,58,1,0,57,0
Minnesota,US,6/13/2020,45.93424769,-96.01139609,6,0,0,6,0
New Mexico,US,6/13/2020,32.73911281,-108.3827845,16,0,0,16,0
North Dakota,US,6/13/2020,46.35821257,-101.63900129999999,2,0,0,2,0
Oklahoma,US,6/13/2020,36.796296999999996,-97.78638765,2,0,0,2,0
Oregon,US,6/13/2020,44.49024544,-119.0068631,1,0,0,1,0
South Dakota,US,6/13/2020,45.1723937,-96.77002276,13,0,0,13,0
Washington,US,6/13/2020,47.20753737,-119.4500749,253,5,0,248,0
West Virginia,US,6/13/2020,39.10314817,-79.19440518,16,0,0,16,0
Wisconsin,US,6/13/2020,42.8671731,-90.7063218,106,12,0,94,0
North Carolina,US,6/13/2020,36.30337451,-78.65184241,657,15,0,642,0
Michigan,US,6/13/2020,43.29265605,-84.60505416,91,12,0,79,0
Kentucky,US,6/13/2020,36.72292505,-88.65143315,173,20,0,153,0
Kansas,US,6/13/2020,37.73836671,-100.4369088,23,0,0,23,0
Texas,US,6/13/2020,35.40081878,-100.8129222,111,3,0,108,0
Washington,US,6/13/2020,47.14003705,-123.7820567,20,0,0,20,0
Kentucky,US,6/13/2020,37.46231118,-86.34248968,137,11,0,126,0
Texas,US,6/13/2020,33.62744998,-96.67753461,433,4,0,429,0
Virginia,US,6/13/2020,36.65677234,-81.23215889,66,2,0,64,0
Nebraska,US,6/13/2020,41.56742671,-98.52150266,3,0,0,3,0
Kentucky,US,6/13/2020,37.26484328,-85.5540745,3,0,0,3,0
Wisconsin,US,6/13/2020,42.6794956,-89.60243287,75,0,0,75,0
Wisconsin,US,6/13/2020,43.80025981,-89.04679553,24,0,0,24,0
West Virginia,US,6/13/2020,37.9463652,-80.45335881,13,0,0,13,0
Alabama,US,6/13/2020,32.85504247,-87.95684022,119,5,0,114,0
Arkansas,US,6/13/2020,36.11735460000001,-90.55832668,71,0,0,71,0
Georgia,US,6/13/2020,33.5769205,-83.17139104,86,8,0,78,0
Illinois,US,6/13/2020,39.35907414,-90.388865,7,0,0,7,0
Indiana,US,6/13/2020,39.03630547,-86.96223202,177,28,0,149,0
Iowa,US,6/13/2020,42.03614551,-94.39658081,21,0,0,21,0
Mississippi,US,6/13/2020,31.21444233,-88.63922281,51,2,0,49,0
Missouri,US,6/13/2020,37.2575872,-93.34230916,188,9,0,179,0
New York,US,6/13/2020,42.275797,-74.12384884,250,18,0,232,0
North Carolina,US,6/13/2020,35.48544173,-77.67578087,117,2,0,115,0
Ohio,US,6/13/2020,39.69116283,-83.89032084,133,6,0,127,0
Pennsylvania,US,6/13/2020,39.85746531,-80.22357106,30,0,0,30,0
Tennessee,US,6/13/2020,36.17470125,-82.84691273,53,2,0,51,0
Virginia,US,6/13/2020,38.29545894,-78.46525378,45,1,0,44,0
Arizona,US,6/13/2020,33.21498827,-109.2405279,11,1,0,10,0
Virginia,US,6/13/2020,36.67878901,-77.56351439,336,7,0,329,0
Kentucky,US,6/13/2020,38.54332505,-82.9215658,16,0,0,16,0
South Carolina,US,6/13/2020,34.89502264,-82.37295012,2779,69,0,2710,0
Kansas,US,6/13/2020,37.8774388,-96.23250453,11,0,0,11,0
South Carolina,US,6/13/2020,34.15272415,-82.12715789,273,5,0,268,0
Oklahoma,US,6/13/2020,34.93535801,-99.56056120000001,66,7,0,59,0
Texas,US,6/13/2020,32.47940482,-94.81591935,278,11,0,267,0
South Dakota,US,6/13/2020,43.19419064,-99.18883902,1,0,0,1,0
Mississippi,US,6/13/2020,33.77036166,-89.80245083,157,4,0,153,0
North Dakota,US,6/13/2020,47.45785838,-98.23850925,1,0,0,1,0
Texas,US,6/13/2020,30.54579585,-95.98902499,271,2,0,269,0
Illinois,US,6/13/2020,41.28569601,-88.41905692,129,2,0,127,0
Iowa,US,6/13/2020,42.40183723,-92.78829551,23,0,0,23,0
Missouri,US,6/13/2020,40.11406587,-93.56509276,12,0,0,12,0
Tennessee,US,6/13/2020,35.38433717,-85.72142731,32,1,0,31,0
New Mexico,US,6/13/2020,34.86319296,-104.790669,20,0,0,20,0
Texas,US,6/13/2020,29.58165339,-97.94786822,165,0,0,165,0
Ohio,US,6/13/2020,40.05026529,-81.49248905,44,3,0,41,0
North Carolina,US,6/13/2020,36.07959451,-79.78824948,1983,91,0,1892,0
Florida,US,6/13/2020,29.93543004,-85.24270990000002,8,0,0,8,0
Colorado,US,6/13/2020,38.66611652,-107.0320729,181,6,0,175,0
Iowa,US,6/13/2020,41.68378965,-94.50111014,58,3,0,55,0
Georgia,US,6/13/2020,33.96044201,-84.02137802,5141,152,0,4989,0
Georgia,US,6/13/2020,34.63331566,-83.53094677,590,30,0,560,0
Alaska,US,6/13/2020,59.09893571,-135.4679843,1,0,0,1,0
Alabama,US,6/13/2020,32.76039258,-87.63284988,226,14,0,212,0
Texas,US,6/13/2020,34.07044901,-101.82681140000001,76,5,0,71,0
North Carolina,US,6/13/2020,36.25669272,-77.6556109,238,2,0,236,0
Virginia,US,6/13/2020,36.76654925,-78.93512622,35,1,0,34,0
Georgia,US,6/13/2020,34.32207823,-83.81896936,2740,55,0,2685,0
Nebraska,US,6/13/2020,40.87257079,-98.50218293,1561,45,0,1516,0
Texas,US,6/13/2020,34.5307555,-100.68138520000001,2,1,0,1,0
Tennessee,US,6/13/2020,36.21990035,-83.26586179,75,3,0,72,0
Florida,US,6/13/2020,30.49673973,-82.94998918,271,2,0,269,0
Illinois,US,6/13/2020,38.08163641,-88.53883373,2,0,0,2,0
Indiana,US,6/13/2020,40.07306535,-86.05244729,1257,96,0,1161,0
Iowa,US,6/13/2020,42.38382428,-93.70197703,118,0,0,118,0
Kansas,US,6/13/2020,37.99978709,-101.7921066,27,0,0,27,0
Nebraska,US,6/13/2020,40.87349452,-98.02099117,56,11,0,45,0
New York,US,6/13/2020,43.66146647,-74.49721957,5,0,0,5,0
Ohio,US,6/13/2020,39.19673558,-84.54502924,3130,179,0,2951,0
Tennessee,US,6/13/2020,35.17670231,-85.16652245,1536,20,0,1516,0
Texas,US,6/13/2020,31.70470573,-98.11083887,11,1,0,10,0
South Dakota,US,6/13/2020,44.67385954,-97.18829593,10,0,0,10,0
Massachusetts,US,6/13/2020,42.13440424,-72.63235561,6460,637,0,5823,0
Massachusetts,US,6/13/2020,42.33997957,-72.65898478,921,103,0,818,0
West Virginia,US,6/13/2020,39.32103553,-78.60826476,39,1,0,38,0
South Carolina,US,6/13/2020,32.77419582,-81.13845571,50,1,0,49,0
Virginia,US,6/13/2020,37.03513786,-76.35879121,234,5,0,229,0
Georgia,US,6/13/2020,33.2721566,-82.99766919,201,30,0,171,0
Illinois,US,6/13/2020,40.40423981,-91.16313899,18,1,0,17,0
Indiana,US,6/13/2020,39.82304555,-85.77566351,374,29,0,345,0
Iowa,US,6/13/2020,43.08178477,-93.73454884,27,0,0,27,0
Kentucky,US,6/13/2020,37.83766422,-86.78280584,9,0,0,9,0
Maine,US,6/13/2020,44.59816444,-68.38401854,13,1,0,12,0
Mississippi,US,6/13/2020,30.41830223,-89.48851033,100,12,0,88,0
Ohio,US,6/13/2020,41.00250487,-83.66838948,61,1,0,60,0
Tennessee,US,6/13/2020,36.52692871,-83.22375847,1,0,0,1,0
West Virginia,US,6/13/2020,40.51943859,-80.57461608,20,0,0,20,0
South Dakota,US,6/13/2020,44.54708407,-99.00386459,6,0,0,6,0
Virginia,US,6/13/2020,37.7583355,-77.49464673,368,25,0,343,0
Texas,US,6/13/2020,36.27743284,-101.3545796,21,2,0,19,0
South Dakota,US,6/13/2020,43.6746384,-97.78715148,3,0,0,3,0
Georgia,US,6/13/2020,33.79602175,-85.21005667,57,4,0,53,0
Florida,US,6/13/2020,27.49293939,-81.80956574,189,0,0,189,0
Tennessee,US,6/13/2020,35.20772017,-88.99161161,215,0,0,215,0
Texas,US,6/13/2020,34.28944521,-99.74632408,4,0,0,4,0
Illinois,US,6/13/2020,37.51810645,-88.26873022,1,0,0,1,0
Iowa,US,6/13/2020,42.38353877,-93.23654611,42,0,0,42,0
Kentucky,US,6/13/2020,37.6976111,-85.96319251,133,4,0,129,0
Ohio,US,6/13/2020,40.66015414,-83.65929931,92,4,0,88,0
Tennessee,US,6/13/2020,35.19732531,-88.18593755,31,3,0,28,0
Texas,US,6/13/2020,30.33364686,-94.38931817,146,5,0,141,0
New Mexico,US,6/13/2020,35.85751555,-103.82209379999999,1,0,0,1,0
West Virginia,US,6/13/2020,39.00683177,-78.85855301,40,0,0,40,0
Maryland,US,6/13/2020,39.55010644,-76.30775940000002,1004,58,0,946,0
Kentucky,US,6/13/2020,36.85699301,-83.21899516,11,0,0,11,0
Nebraska,US,6/13/2020,40.17658508,-99.40438879,0,0,0,0,0
North Carolina,US,6/13/2020,35.36731853,-78.87243571,391,30,0,361,0
Oregon,US,6/13/2020,43.06422669,-118.96663059999999,1,0,0,1,0
Kansas,US,6/13/2020,37.19175361,-98.07578384,2,0,0,2,0
Oklahoma,US,6/13/2020,36.78836519,-99.6679804,1,0,0,1,0
Georgia,US,6/13/2020,32.73709786,-84.90538572,196,6,0,190,0
Texas,US,6/13/2020,29.86,-95.39,16568,275,0,16293,0
Indiana,US,6/13/2020,38.19467379,-86.10948271,198,22,0,176,0
Iowa,US,6/13/2020,41.68330137,-95.81558439,39,0,0,39,0
Kentucky,US,6/13/2020,38.44188174,-84.32869741,34,0,0,34,0
Mississippi,US,6/13/2020,30.51359752,-89.12467576,335,7,0,328,0
Missouri,US,6/13/2020,40.35570088,-93.99222144,9,0,0,9,0
Ohio,US,6/13/2020,40.29380509,-81.09068544,10,0,0,10,0
Texas,US,6/13/2020,32.54935988,-94.36934071,268,28,0,240,0
West Virginia,US,6/13/2020,39.2853852,-80.37919577,46,1,0,45,0
Virginia,US,6/13/2020,38.43542574,-78.87536254,847,23,0,824,0
Georgia,US,6/13/2020,34.34626973,-82.96567682,41,0,0,41,0
Kentucky,US,6/13/2020,37.29943898,-85.88461055,30,0,0,30,0
Connecticut,US,6/13/2020,41.80283011,-72.73103891,11189,1321,0,9868,0
Texas,US,6/13/2020,35.84008013,-102.6029022,13,2,0,11,0
Kansas,US,6/13/2020,38.04293782,-97.42747573,12,0,0,12,0
Kansas,US,6/13/2020,37.562039399999996,-100.8710738,22,0,0,22,0
Oklahoma,US,6/13/2020,35.22257600000001,-95.11513306,6,0,0,6,0
Texas,US,6/13/2020,33.17823584,-99.73037358,4,0,0,4,0
Hawaii,US,6/13/2020,19.60121157,-155.5210167,81,0,0,81,0
Tennessee,US,6/13/2020,36.44355426,-82.94885298,34,2,0,32,0
Texas,US,6/13/2020,30.05669873,-98.02944344,673,5,0,668,0
North Carolina,US,6/13/2020,35.55269063,-82.98196486,65,0,0,65,0
Tennessee,US,6/13/2020,35.58332824,-89.28536625,36,2,0,34,0
Georgia,US,6/13/2020,33.29686567,-85.12886832,42,3,0,39,0
Texas,US,6/13/2020,35.83764858,-100.2703577,1,0,0,1,0
Arkansas,US,6/13/2020,33.73325583,-93.66935133,34,1,0,33,0
Illinois,US,6/13/2020,40.81908672,-90.92491462,8,0,0,8,0
Kentucky,US,6/13/2020,37.79344553,-87.57392021,129,3,0,126,0
North Carolina,US,6/13/2020,35.33788927,-82.4766782,427,48,0,379,0
Tennessee,US,6/13/2020,35.65581134,-88.38600175,18,0,0,18,0
Texas,US,6/13/2020,32.21128872,-95.85846587,80,3,0,77,0
Indiana,US,6/13/2020,39.76719009,-86.51037283,1266,90,0,1176,0
Florida,US,6/13/2020,26.55386945,-81.16469006,617,20,0,597,0
Minnesota,US,6/13/2020,45.00761521,-93.47694895,10069,712,0,9357,0
Virginia,US,6/13/2020,37.53460572,-77.39326555,2234,136,0,2098,0
Alabama,US,6/13/2020,31.51148016,-85.24267944,99,2,0,97,0
Georgia,US,6/13/2020,33.4533428,-84.14814659999998,839,29,0,810,0
Illinois,US,6/13/2020,41.3533994,-90.13296166,72,1,0,71,0
Indiana,US,6/13/2020,39.93029017,-85.39625719,201,14,0,187,0
Iowa,US,6/13/2020,40.98767962,-91.54436349,73,2,0,71,0
Kentucky,US,6/13/2020,38.44942688,-85.11587507,26,1,0,25,0
Missouri,US,6/13/2020,38.38482826,-93.79293734,16,3,0,13,0
Ohio,US,6/13/2020,41.333964200000004,-84.06830637,20,0,0,20,0
Tennessee,US,6/13/2020,36.33160906,-88.30121797,34,0,0,34,0
Virginia,US,6/13/2020,36.68542395,-79.87634026,198,3,0,195,0
New York,US,6/13/2020,43.42034246,-74.96145307,128,3,0,125,0
Florida,US,6/13/2020,28.55364461,-82.42700204,135,5,0,130,0
North Carolina,US,6/13/2020,36.3607755,-76.98104134,149,7,0,142,0
Kentucky,US,6/13/2020,36.67948079999999,-88.97875928,5,0,0,5,0
Tennessee,US,6/13/2020,35.80609681,-87.47643507,61,0,0,61,0
Missouri,US,6/13/2020,37.94163617,-93.3203037,0,0,0,0,0
New Mexico,US,6/13/2020,31.91383467,-108.7151824,3,0,0,3,0
Texas,US,6/13/2020,26.39418217,-98.18299696,967,12,0,955,0
Ohio,US,6/13/2020,39.1839264,-83.60331456,33,1,0,32,0
Virginia,US,6/13/2020,38.35799465,-79.56124594,2,0,0,2,0
Florida,US,6/13/2020,27.34254618,-81.34071957,170,9,0,161,0
Montana,US,6/13/2020,48.62879827,-110.1129252,1,0,0,1,0
Texas,US,6/13/2020,31.99045053,-97.13423143,36,1,0,35,0
Florida,US,6/13/2020,27.9276559,-82.32013172,3504,99,0,3405,0
New Hampshire,US,6/13/2020,42.91537785,-71.7200253,2925,203,0,2722,0
Michigan,US,6/13/2020,41.88753639,-84.59312019,179,25,0,154,0
Mississippi,US,6/13/2020,32.2656285,-90.44435448,1263,27,0,1236,0
Colorado,US,6/13/2020,37.82247444,-107.3004345,3,0,0,3,0
Nebraska,US,6/13/2020,40.17609175,-101.04164770000001,1,0,0,1,0
Ohio,US,6/13/2020,39.49537927,-82.47991446,73,7,0,66,0
Texas,US,6/13/2020,33.60771256,-102.3431676,28,1,0,27,0
Kansas,US,6/13/2020,38.08780079,-99.89829881,5,0,0,5,0
North Carolina,US,6/13/2020,35.01888303,-79.23651674,298,1,0,297,0
Florida,US,6/13/2020,30.86747479,-85.81319222,31,0,0,31,0
Mississippi,US,6/13/2020,33.12345854,-90.08923538,465,33,0,432,0
Ohio,US,6/13/2020,40.56163713,-81.92635677,87,3,0,84,0
Missouri,US,6/13/2020,40.09799248,-95.2163888,1,0,0,1,0
Nebraska,US,6/13/2020,42.45522056,-98.78402558,1,0,0,1,0
Hawaii,US,6/13/2020,21.45803166,-157.97121819999995,489,11,0,478,0
Texas,US,6/13/2020,32.42990927,-97.83242024,35,4,0,31,0
Oregon,US,6/13/2020,45.51872811,-121.65520359999998,71,0,0,71,0
Nebraska,US,6/13/2020,41.91586243,-101.1354293,0,0,0,0,0
Virginia,US,6/13/2020,37.29186313,-77.29754684,138,2,0,136,0
Kentucky,US,6/13/2020,37.30939025,-87.54670406,228,31,0,197,0
Texas,US,6/13/2020,33.14875072,-95.56351139,41,0,0,41,0
South Carolina,US,6/13/2020,33.9212828,-78.99555293,1037,34,0,1003,0
Arkansas,US,6/13/2020,34.31709259,-92.95396325,38,0,0,38,0
Wyoming,US,6/13/2020,43.71930657,-108.44231740000001,12,0,0,12,0
Michigan,US,6/13/2020,46.89988536,-88.68495385,8,0,0,8,0
Alabama,US,6/13/2020,31.15197924,-85.29939599,293,5,0,288,0
Georgia,US,6/13/2020,32.45802497,-83.66879087,421,20,0,401,0
Minnesota,US,6/13/2020,43.67129565,-91.49143057,5,0,0,5,0
Tennessee,US,6/13/2020,36.28872054,-87.71878828,10,0,0,10,0
Texas,US,6/13/2020,31.31925973,-95.42226208,155,0,0,155,0
Arkansas,US,6/13/2020,34.09007427,-93.9934871,38,0,0,38,0
Indiana,US,6/13/2020,40.48527731,-86.11351892,463,45,0,418,0
Iowa,US,6/13/2020,43.35671042,-92.31702714,12,0,0,12,0
Maryland,US,6/13/2020,39.25305293,-76.93126208,2371,73,0,2298,0
Missouri,US,6/13/2020,39.1435761,-92.69756691,3,0,0,3,0
Nebraska,US,6/13/2020,41.2200529,-98.5166499,45,4,0,41,0
Texas,US,6/13/2020,32.30621324,-101.4356444,18,1,0,17,0
Missouri,US,6/13/2020,36.77383887,-91.88683935,20,0,0,20,0
Minnesota,US,6/13/2020,47.10778564,-94.91693868,5,0,0,5,0
New Jersey,US,6/13/2020,40.73766234,-74.07515667,19149,1253,0,17896,0
Texas,US,6/13/2020,31.45628381,-105.388178,13,0,0,13,0
Colorado,US,6/13/2020,37.68473101,-104.9612585,3,0,0,3,0
Oklahoma,US,6/13/2020,35.04912569,-96.24921145,3,0,0,3,0
South Dakota,US,6/13/2020,44.39091534,-99.99661148,21,0,0,21,0
California,US,6/13/2020,40.69923009,-123.876044,106,4,0,102,0
Iowa,US,6/13/2020,42.7764426,-94.20722537,32,1,0,31,0
Nevada,US,6/13/2020,41.40692186,-118.11094270000001,78,4,0,74,0
Mississippi,US,6/13/2020,33.12825718,-90.52252707,80,8,0,72,0
Tennessee,US,6/13/2020,36.03958805,-87.77992872,18,1,0,17,0
Texas,US,6/13/2020,33.12351514,-96.08551032,185,5,0,180,0
New Jersey,US,6/13/2020,40.56335249,-74.91284156,1038,66,0,972,0
Pennsylvania,US,6/13/2020,40.42162652,-77.97673273,239,4,0,235,0
Indiana,US,6/13/2020,40.82907273,-85.48822092,51,2,0,49,0
Michigan,US,6/13/2020,43.83353985,-83.04078453,60,1,0,59,0
Ohio,US,6/13/2020,41.14651175,-82.59867951,74,1,0,73,0
South Dakota,US,6/13/2020,43.33449012,-97.75536441,8,0,0,8,0
Texas,US,6/13/2020,35.84006574,-101.3546643,45,0,0,45,0
North Carolina,US,6/13/2020,35.42017674,-76.15180542,2,0,0,2,0
South Dakota,US,6/13/2020,44.54747703,-99.48572582,3,0,0,3,0
Louisiana,US,6/13/2020,29.86803617,-91.75871777,459,42,0,417,0
Louisiana,US,6/13/2020,30.25734305,-91.3499598,610,43,0,567,0
Iowa,US,6/13/2020,42.38696136,-95.51355387,17,0,0,17,0
Idaho,US,6/13/2020,45.84721541,-115.4634436,3,0,0,3,0
California,US,6/13/2020,33.0393082,-115.36690420000001,4157,43,0,4114,0
Arkansas,US,6/13/2020,35.74242707,-91.57001641,39,0,0,39,0
Florida,US,6/13/2020,27.69308961,-80.60556721,197,11,0,186,0
Pennsylvania,US,6/13/2020,40.65241041,-79.08963285,93,5,0,88,0
Michigan,US,6/13/2020,42.59716886,-84.37472069,824,29,0,795,0
California,US,6/13/2020,36.51112084,-117.41119779999998,23,1,0,22,0
Michigan,US,6/13/2020,42.94502238,-85.07413319,179,4,0,175,0
Michigan,US,6/13/2020,44.35486835,-83.63484895,112,10,0,102,0
Iowa,US,6/13/2020,41.68630265,-92.0643373,34,0,0,34,0
Wisconsin,US,6/13/2020,43.00050278,-90.13469017,17,0,0,17,0
North Carolina,US,6/13/2020,35.80950511,-80.8743128,419,6,0,413,0
Texas,US,6/13/2020,31.30375559,-100.982439,1,0,0,1,0
Michigan,US,6/13/2020,46.20974132,-88.53136251,2,0,0,2,0
Missouri,US,6/13/2020,37.55487945,-90.7735296,2,0,0,2,0
Wisconsin,US,6/13/2020,46.26302338,-90.24295041,2,1,0,1,0
Illinois,US,6/13/2020,40.74717633,-87.82466784,137,5,0,132,0
Georgia,US,6/13/2020,31.60213036,-83.27501387,36,1,0,35,0
Michigan,US,6/13/2020,43.64060976,-84.84664923,96,8,0,88,0
Minnesota,US,6/13/2020,45.56181234,-93.29487636,49,0,0,49,0
Washington,US,6/13/2020,48.14713305,-122.5216407,182,11,0,171,0
Virginia,US,6/13/2020,36.90579348,-76.70842863,154,8,0,146,0
Minnesota,US,6/13/2020,47.51009045,-93.63092229,58,12,0,46,0
Mississippi,US,6/13/2020,34.27993475,-88.3606733,99,8,0,91,0
Arkansas,US,6/13/2020,36.09604046,-91.90847954,19,1,0,18,0
Texas,US,6/13/2020,33.23377248,-98.17283469,4,0,0,4,0
Alabama,US,6/13/2020,34.78144169,-85.99750489,123,3,0,120,0
